id,source_language,target_language,source,target,domain
886,en,ht,edit,modifye,general
887,en,ht,educate,edike,general
888,en,ht,effect,efè,general
889,en,ht,efficient,efikas,general
890,en,ht,effort,efò,general
891,en,ht,egg,ze,general
892,en,ht,eight,uit,general
893,en,ht,either,youn,general
894,en,ht,elbow,koud,general
895,en,ht,elder,granmoun,general
896,en,ht,electric,elektrik,general
897,en,ht,elegant,elègant,general
898,en,ht,element,eleman,general
899,en,ht,else,lòt,general
900,en,ht,embarrass,anbarase,general
901,en,ht,embrace,anbrase,general
902,en,ht,emerge,soti,general
903,en,ht,emotion,emosyon,general
904,en,ht,emphasize,mete aksan,general
905,en,ht,employ,anplwaye,general
906,en,ht,empty,vid,general
907,en,ht,enable,pèmèt,general
908,en,ht,enclose,anbale,general
909,en,ht,encourage,ankouraje,general
910,en,ht,end,fini,general
911,en,ht,enemy,lènmi,general
912,en,ht,energy,ènèji,general
913,en,ht,enjoy,jwi,general
914,en,ht,enormous,gwo anpil,general
915,en,ht,ensure,asire,general
916,en,ht,enter,antre,general
917,en,ht,entire,antre,general
918,en,ht,environment,anviwonman,general
919,en,ht,equal,egal,general
920,en,ht,equip,ekwip,general
921,en,ht,escape,evade,general
922,en,ht,especially,sitou,general
923,en,ht,establish,etabli,general
924,en,ht,estimate,evalye,general
925,en,ht,even,menm,general
926,en,ht,evening,sware,general
927,en,ht,event,evènman,general
928,en,ht,evidence,prèv,general
929,en,ht,exact,egzak,general
930,en,ht,exam,egzamen,general
931,en,ht,example,egzanp,general
932,en,ht,excellent,ekselan,general
933,en,ht,except,sòf,general
934,en,ht,exchange,echanj,general
935,en,ht,excite,eksite,general
936,en,ht,exercise,egzèsis,general
937,en,ht,exist,egziste,general
938,en,ht,expand,elaji,general
939,en,ht,expect,atann,general
940,en,ht,experience,eksperyans,general
941,en,ht,expert,eksper,general
942,en,ht,explain,eksplike,general
943,en,ht,explode,eplede,general
944,en,ht,express,eksprime,general
945,en,ht,extend,elaji,general
946,en,ht,extra,siplemantè,general
947,en,ht,extreme,ekstrem,general
948,en,ht,eye,zye,general
949,en,ht,fabric,tissus,general
950,en,ht,face,fas,general
951,en,ht,fact,reyalite,general
952,en,ht,failure,echèk,general
953,en,ht,fair,jis,general
954,en,ht,family,famiy,general
955,en,ht,famous,renome,general
956,en,ht,fan,fan,general
957,en,ht,fantasy,imajinasyon,general
958,en,ht,farm,fèm,general
959,en,ht,farmer,fèmye,general
960,en,ht,fashion,mòd,general
961,en,ht,fat,grès,general
962,en,ht,fault,fòt,general
963,en,ht,favorite,prefere,general
964,en,ht,fear,krent,general
965,en,ht,feature,karakteristik,general
966,en,ht,feed,nouri,general
967,en,ht,feel,santi,general
968,en,ht,female,fanm,general
969,en,ht,fence,kloti,general
970,en,ht,festival,fèt,general
971,en,ht,fetch,al pote,general
972,en,ht,few,kèk,general
973,en,ht,fiber,fib,general
974,en,ht,field,champs,general
975,en,ht,fierce,feròs,general
976,en,ht,fight,batay,general
977,en,ht,figure,fòm,general
978,en,ht,fill,ranpli,general
979,en,ht,film,film,general
980,en,ht,final,dènye,general
981,en,ht,finance,finans,general
982,en,ht,find,jwenn,general
983,en,ht,finish,fini,general
984,en,ht,fire,dife,general
985,en,ht,firm,fim,general
986,en,ht,first,premye,general
987,en,ht,fishing,pwason,general
988,en,ht,fist,poing,general
989,en,ht,five,senk,general
990,en,ht,fix,fikse,general
991,en,ht,flag,drapo,general
992,en,ht,flame,flanm,general
993,en,ht,flash,klere,general
994,en,ht,flat,plat,general
995,en,ht,flee,chwape,general
996,en,ht,flexible,fleksib,general
997,en,ht,float,flote,general
998,en,ht,flock,troup,general
999,en,ht,floor,etaj,general
1000,en,ht,flow,kouran,general
1001,en,ht,fabric,tissus,general
1002,en,ht,face,fas,general
1003,en,ht,facility,fasilite,general
1004,en,ht,fact,reyalite,general
1005,en,ht,factor,faktè,general
1006,en,ht,fade,fennen,general
1007,en,ht,fail,echwe,general
1008,en,ht,fair,jis,general
1009,en,ht,fairy,fe,general
1010,en,ht,fame,renome,general
1011,en,ht,family,famiy,general
1012,en,ht,fan,fan,general
1013,en,ht,fancy,sofistike,general
1014,en,ht,far,fèrm,general
1015,en,ht,farm,fèm,general
1016,en,ht,farmer,fèmye,general
1017,en,ht,fashion,mòd,general
1018,en,ht,fast,rapid,general
1019,en,ht,fat,grès,general
1020,en,ht,fate,sò,general
1021,en,ht,father,papa,general
1022,en,ht,fault,fòt,general
1023,en,ht,favorite,prefere,general
1024,en,ht,fear,krent,general
1025,en,ht,feast,fèt,general
1026,en,ht,feature,karakteristik,general
1027,en,ht,feed,nouri,general
1028,en,ht,feel,santi,general
1029,en,ht,festival,fèt,general
1030,en,ht,fetch,al pote,general
1031,en,ht,few,kèk,general
1032,en,ht,fiber,fib,general
1033,en,ht,fiction,fiksyon,general
1034,en,ht,field,champs,general
1035,en,ht,fierce,feròs,general
1036,en,ht,fight,batay,general
1037,en,ht,figure,fòm,general
1038,en,ht,fill,ranpli,general
1039,en,ht,film,film,general
1040,en,ht,final,dènye,general
1041,en,ht,finance,finans,general
1042,en,ht,find,jwenn,general
1043,en,ht,finish,fini,general
1044,en,ht,fire,dife,general
1045,en,ht,firm,fim,general
1046,en,ht,first,premye,general
1047,en,ht,fishing,pwason,general
1048,en,ht,fist,poing,general
1049,en,ht,five,senk,general
1050,en,ht,fix,fikse,general
1051,en,ht,flag,drapo,general
1052,en,ht,flame,flanm,general
1053,en,ht,flash,klere,general
1054,en,ht,flat,plat,general
1055,en,ht,flee,chape,general
1056,en,ht,flexible,fleksib,general
1057,en,ht,float,flote,general
1058,en,ht,flock,troup,general
1059,en,ht,floor,etaj,general
1060,en,ht,flow,kouran,general
1061,en,ht,flower,flè,general
1062,en,ht,fly,vole,general
1063,en,ht,focus,fokus,general
1064,en,ht,fold,pliye,general
1065,en,ht,follow,suiv,general
1066,en,ht,food,manje,general
1067,en,ht,foot,pye,general
1068,en,ht,for,pou,general
1069,en,ht,force,fòs,general
1070,en,ht,foreign,etranje,general
1071,en,ht,forest,fò,general
1072,en,ht,forget,bliye,general
1073,en,ht,form,fòm,general
1074,en,ht,formal,fòmèl,general
1075,en,ht,fortune,richès,general
1076,en,ht,forward,avèk,general
1077,en,ht,fossil,fòs,general
1078,en,ht,found,mete sou pye,general
1079,en,ht,frame,ankadreman,general
1080,en,ht,free,lib,general
1081,en,ht,freedom,libète,general
1082,en,ht,freeze,konjele,general
1083,en,ht,fresh,fresk,general
1084,en,ht,friendly,zanmitay,general
1085,en,ht,friend,zanmi,general
1086,en,ht,frighten,pè,general
1087,en,ht,front,fas,general
1088,en,ht,frozen,konjele,general
1089,en,ht,fruit,fwi,general
1090,en,ht,fuel,karburant,general
1091,en,ht,full,plen,general
1092,en,ht,fun,amizan,general
1093,en,ht,function,fònksyon,general
1094,en,ht,fund,fond,general
1095,en,ht,funnel,tiyo,general
1096,en,ht,furniture,meuble,general
1097,en,ht,future,fiti,general
1098,en,ht,gain,jwenn,general
1099,en,ht,galaxy,galaksi,general
100,en,ht,gallery,gale-ri,general
1101,en,ht,game,jwèt,general
1102,en,ht,gap,espas,general
1103,en,ht,garage,garaj,general
1104,en,ht,garden,jaden,general
1105,en,ht,gas,gaz,general
1106,en,ht,gate,portal,general
1107,en,ht,gather,rasanble,general
1108,en,ht,gaze,gade,fiks,general
1109,en,ht,general,jeneral,general
1110,en,ht,generate,jenerè,general
1111,en,ht,gesture,jès,general
1112,en,ht,get,jwenn,general
1113,en,ht,ghost,fantom,general
1114,en,ht,giant,jeyan,general
1115,en,ht,gift,kado,general
1116,en,ht,girl,fi,general
1117,en,ht,give,bay,general
1118,en,ht,glad,kontan,general
1119,en,ht,glass,vè,general
1120,en,ht,global,mondyal,general
1121,en,ht,go,ale,general
1122,en,ht,goal,bwat,general
1123,en,ht,goat,kabrit,general
1124,en,ht,gold,lò,general
1125,en,ht,good,bon,general
1126,en,ht,goose,gòs,general
1127,en,ht,gorgeous,bèl,general
1128,en,ht,government,gouvènman,general
1129,en,ht,grab,rache,general
1130,en,ht,grade,nivo,general
1131,en,ht,grain,grenn,general
1132,en,ht,grand,grand,general
1133,en,ht,grant,akòde,general
1134,en,ht,grape,rezen,general
1135,en,ht,grass,labou,general
1136,en,ht,grave,grèv,general
1137,en,ht,great,bon,general
1138,en,ht,green,vèt,general
1139,en,ht,grey,gri,general
1140,en,ht,ground,tè,general
1141,en,ht,group,gwoupe,general
1142,en,ht,grow,grandi,general
1143,en,ht,guarantee,garanti,general
1144,en,ht,guard,gadyen,general
1145,en,ht,guess,sipoze,general
1146,en,ht,guide,gid,general
1147,en,ht,guilty,koupab,general
1148,en,ht,guitar,gita,general
1149,en,ht,gym,sal espò,general
1150,en,ht,habit,abitid,general
1151,en,ht,hair,cheve,general
1152,en,ht,half,mitan,general
1153,en,ht,hammer,mato,general
1154,en,ht,hand,men,general
1155,en,ht,handle,okipe,general
1156,en,ht,happen,rive,general
1157,en,ht,happy,kontan,general
1158,en,ht,harbor,pò,general
1159,en,ht,hard,difisil,general
1160,en,ht,harm,domaj,general
1161,en,ht,hat,chapo,general
1162,en,ht,have,gen,general
1163,en,ht,head,tèt,general
1164,en,ht,heal,geri,general
1165,en,ht,health,sante,general
1166,en,ht,hear,tande,general
1167,en,ht,heart,kè,general
1168,en,ht,heat,chofaj,general
1169,en,ht,heavy,lou,general
1170,en,ht,height,wotè,general
1171,en,ht,help,ede,general
1172,en,ht,her,li,general
1173,en,ht,hero,ero,general
1174,en,ht,hide,kache,general
1175,en,ht,high,wo,general
1176,en,ht,hill,tè wò,general
1177,en,ht,him,li,general
1178,en,ht,hire,anplwaye,general
1179,en,ht,hobby,pas tan,general
1180,en,ht,hold,kenbe,general
1181,en,ht,holiday,konje,general
1182,en,ht,home,lakay,general
1183,en,ht,honey,myèl,general
1184,en,ht,hope,espwa,general
1185,en,ht,horn,kòn,general
1186,en,ht,horse,chwal,general
1187,en,ht,hospital,lopital,general
1188,en,ht,host,òganizatè,general
1189,en,ht,hot,cho,general
1190,en,ht,hotel,otèl,general
1191,en,ht,hour,lè,general
1192,en,ht,house,kay,general
1193,en,ht,how,kijan,general
1194,en,ht,human,moun,general
1195,en,ht,humble,enb,general
1196,en,ht,hungry,grangou,general
1197,en,ht,hunt,chase,general
1198,en,ht,hurry,prese,general
1199,en,ht,husband,mari,general
1200,en,ht,hybrid,ibrid,general
1201,en,ht,habit,abitid,general
1202,en,ht,hair,cheve,general
1203,en,ht,half,mitad,general
1204,en,ht,hammer,mato,general
1205,en,ht,hand,men,general
1206,en,ht,handle,okipe,general
1207,en,ht,happen,rive,general
1208,en,ht,happy,kontan,general
1209,en,ht,harbor,pò,general
1210,en,ht,hard,difisil,general
1211,en,ht,harm,domaj,general
1212,en,ht,hat,chapo,general
1213,en,ht,have,gen,general
1214,en,ht,head,tèt,general
1215,en,ht,heal,geri,general
1216,en,ht,health,sante,general
1217,en,ht,hear,tande,general
1218,en,ht,heart,kè,general
1219,en,ht,heat,chofaj,general
1220,en,ht,heavy,peze,general
1221,en,ht,height,hauteur,general
1222,en,ht,help,ede,general
1223,en,ht,her,li,feminen,general
1224,en,ht,hero,erek,general
1225,en,ht,hide,kache,general
1226,en,ht,high,wo,general
1227,en,ht,hill,tè wò,general
1228,en,ht,him,li,general
1229,en,ht,hire,anplwaye,general
1230,en,ht,hobby,abitid,general
1231,en,ht,hold,kenbe,general
1232,en,ht,holiday,konje,general
1233,en,ht,home,lakay,general
1234,en,ht,honey,myèl,general
1235,en,ht,hope,espwa,general
1236,en,ht,horn,kòn,general
1237,en,ht,horse,chwal,general
1238,en,ht,hospital,lopital,general
1239,en,ht,host,òganizatè,general
1240,en,ht,hot,cho,general
1241,en,ht,hotel,otèl,general
1242,en,ht,hour,è,general
1243,en,ht,house,kay,general
1244,en,ht,how,kijan,general
1245,en,ht,human,iman,general
1246,en,ht,humble,imilye,general
1247,en,ht,hungry,grangou,general
1248,en,ht,hunt,chase,general
1249,en,ht,hurry,prese,general
1250,en,ht,husband,mari,general
1251,en,ht,hybrid,ibrid,general
1252,en,ht,hygiene,ijyèn,general
1253,en,ht,hypothesis,ipotez,general
1254,en,ht,ice,glas,general
1255,en,ht,idea,ide,general
1256,en,ht,ideal,ideyal,general
1257,en,ht,identify,idantifye,general
1258,en,ht,idle,neglijan,general
1259,en,ht,if,si,general
1260,en,ht,ignore,ignwore,general
1261,en,ht,ill,mali,general
1262,en,ht,illegal,illegal,general
1263,en,ht,image,imaj,general
1264,en,ht,imagine,imajine,general
1265,en,ht,impact,enpak,general
1266,en,ht,implement,aplike,general
1267,en,ht,important,enpòtan,general
1268,en,ht,improve,amelyore,general
1269,en,ht,increase,ogmante,general
1270,en,ht,indeed,vrèman,general
1271,en,ht,indicate,endike,general
1272,en,ht,individual,endividi,general
1273,en,ht,industry,endistri,general
1274,en,ht,influence,enfluyans,general
1275,en,ht,inform, enfòme,general
1276,en,ht,ingredient,engredyan,general
1277,en,ht,initial,inizyal,general
1278,en,ht,injure,blese,general
1279,en,ht,inner,enteryè,general
1280,en,ht,innocent,inoan,general
1281,en,ht,input,antre,general
1282,en,ht,inquire,mande,general
1283,en,ht,insist,ensiste,general
1284,en,ht,inspect,enspekte,general
1285,en,ht,inspire,enspire,general
1286,en,ht,install, enstale,general
1287,en,ht,instance,egzanp,general
1288,en,ht,instead,okontrè,general
1289,en,ht,instruct,anseye,general
1290,en,ht,insurance,asirans,general
1291,en,ht,intend,gen entansyon,general
1292,en,ht,interest,enterè,general
1293,en,ht,internal,entèn,general
1294,en,ht,internet,entènèt,general
1295,en,ht,interview,entèvyou,general
1296,en,ht,introduce, prezante,general
1297,en,ht,invent,envante,general
1298,en,ht,invite,envite,general
1299,en,ht,involve,angaje,general
1300,en,ht,iron,fè, general
1301,en,ht,island,ile,general
1302,en,ht,issue,pwoblèm,general
1303,en,ht,it,li,general
1304,en,ht,item,atik,general
1305,en,ht,its,li a,general
1306,en,ht,ivory,ivoir,general
1307,en,ht,jacket,jakèt,general
1308,en,ht,jail,prizon,general
1309,en,ht,jam,konfiti,general
1310,en,ht,jar,balèn,general
1311,en,ht,jaw,machwè,general
1312,en,ht,jazz,jaz,general
1313,en,ht,jeans,jin,general
1314,en,ht,jelly,jel,general
1315,en,ht,jewel,bijou,general
1316,en,ht,job,travay,general
1317,en,ht,joint,artikulasyon,general
1318,en,ht,journey,vwayaj,general
1319,en,ht,joy,kè kontan,general
1320,en,ht,judge,jij,general
1321,en,ht,jump,sote,general
1322,en,ht,jungle,jangal,general
1323,en,ht,jury,juri,general
1324,en,ht,just,jis,general
1325,en,ht,justice,jistis,general
1326,en,ht,justify,jistifye,general
1327,en,ht,keen,anvi,general
1328,en,ht,keep,kenbe,general
1329,en,ht,key,kle,general
1330,en,ht,kick,shoute,general
1331,en,ht,kid,timoun,general
1332,en,ht,kill,touye,general
1333,en,ht,kind,jantiyès,general
1334,en,ht,king,wa,general
1335,en,ht,kitchen,kwizin,general
1336,en,ht,knee,jenou,general
1337,en,ht,knife,kouto,general
1338,en,ht,knock,frape,general
1339,en,ht,know,konnen,general
1340,en,ht,knowledge,konesans,general
1341,en,ht,label,etikèt,general
1342,en,ht,labor,fòs travay,general
1343,en,ht,lack,mank,general
1344,en,ht,ladder,echèl,general
1345,en,ht,lady,dam,general
1346,en,ht,lake,lak,general
1347,en,ht,lamp,lanp,general
1348,en,ht,land,tè,general
1349,en,ht,language,lang,general
1350,en,ht,large,gwo,general
1351,en,ht,late,reta,general
1352,en,ht,laugh,ri,general
1353,en,ht,laundry,lesiv,general
1354,en,ht,law,lwa,general
1355,en,ht,layer,kouch,general
1356,en,ht,lead,gide,general
1357,en,ht,leader,dirijan,general
1358,en,ht,leaf,fèy,general
1359,en,ht,learn,aprann,general
1360,en,ht,leave,ale,general
1361,en,ht,lecture,lekti,general
1362,en,ht,left,gòch,general
1363,en,ht,leg,pye,general
1364,en,ht,legal,legal,general
1365,en,ht,leisure,lwazi,general
1366,en,ht,lend,prete,general
1367,en,ht,lesson,leson,general
1368,en,ht,let,kite,general
1369,en,ht,letter,lèt,general
1370,en,ht,level,nivo,general
1371,en,ht,library,bibliyotèk,general
1372,en,ht,license,lisans,general
1373,en,ht,life,vi,general
1374,en,ht,light,limyè,general
1375,en,ht,like,renmen,general
1376,en,ht,limit,limit,general
1377,en,ht,line,lign,general
1378,en,ht,link,lyen,general
1379,en,ht,listen,tande,general
1380,en,ht,little,timoun,general
1381,en,ht,live,viv,general
1382,en,ht,load,chaje,general
1383,en,ht,loan,pret,general
1384,en,ht,local,lokal,general
1385,en,ht,lock,lock,general
1386,en,ht,log,rejistre,general
1387,en,ht,long,long,general
1388,en,ht,look,gade,general
1389,en,ht,loose,lib,general
1390,en,ht,lose,pèdi,general
1391,en,ht,lottery,lòt,general
1392,en,ht,love,renmen,general
1393,en,ht,low,ba,general
1394,en,ht,luck,chans,general
1395,en,ht,lucky,chans,general
1396,en,ht,lunch,manje midi,general
1397,en,ht,luxury,liks,general
1398,en,ht,lying,manti,general
1399,en,ht,lyric,lyrik,general
1400,en,ht,lyrics,lyrik,general
1401,en,ht,label,etikèt,general
1402,en,ht,laboratory,laboratwa,general
1403,en,ht,lack,mank,general
1404,en,ht,lady,dam,general
1405,en,ht,ladder,echèl,general
1406,en,ht,lake,lac,general
1407,en,ht,lamp,lanp,general
1408,en,ht,land,tè,general
1409,en,ht,language,lang,general
1410,en,ht,large,gwo,general
1411,en,ht,laser,laser,general
1412,en,ht,last,dènye,general
1413,en,ht,late,an reta,general
1414,en,ht,later,pi ta,general
1415,en,ht,laughter,ri,general
1416,en,ht,launch,lans,general
1417,en,ht,laundry,lesiv,general
1418,en,ht,law,lwa,general
1419,en,ht,layer,kouch,general
1420,en,ht,leader,dirijan,general
1421,en,ht,leading,dirijan,general
1422,en,ht,leaf,fèy,general
1423,en,ht,learn,aprann,general
1424,en,ht,least,mwen,general
1425,en,ht,leave,ale,general
1426,en,ht,lecture,leson,general
1427,en,ht,left,gòch,general
1428,en,ht,legal,legal,general
1429,en,ht,legend,lejand,general
1430,en,ht,length,longè,general
1431,en,ht,lent,lon,general
1432,en,ht,lesson,leson,general
1433,en,ht,let,kite,general
1434,en,ht,letter,lèt,general
1435,en,ht,level,nivo,general
1436,en,ht,library,bibliyotèk,general
1437,en,ht,license,lisans,general
1438,en,ht,life,vi,general
1439,en,ht,light,limyè,general
1440,en,ht,like,renmen,general
1441,en,ht,limit,limit,general
1442,en,ht,line,lign,general
1443,en,ht,link,lyen,general
1444,en,ht,listen,tande,general
1445,en,ht,literal,literal,general
1446,en,ht,literature,literati,general
1447,en,ht,little,timoun,general
1448,en,ht,live,viv,general
1449,en,ht,load,chaje,general
1450,en,ht,loan,pret,general
1451,en,ht,local,lokal,general
1452,en,ht,lock,lock,general
1453,en,ht,log,rejistre,general
1454,en,ht,long,long,general
1455,en,ht,look,gade,general
1456,en,ht,loose,lib,general
1457,en,ht,lose,pèdi,general
1458,en,ht,lottery,lotri,general
1459,en,ht,love,renmen,general
1460,en,ht,low,ba,general
1461,en,ht,luck,chan,general
1462,en,ht,lucky,chans,general
1463,en,ht,luggage,bagaj,general
1464,en,ht,lumber,bwa,general
1465,en,ht,lunar,linè,general
1466,en,ht,lunch,manje midi,general
1467,en,ht,lure,atre,general
1468,en,ht,luxury,luks,general
1469,en,ht,lyrics,lyrik,general
1470,en,ht,lyrical,lyrik,general
1471,en,ht,macro,mikwo,general
1472,en,ht,machine,machin,general
1473,en,ht,mad,kolè,general
1474,en,ht,magic,majik,general
1475,en,ht,magnet,mayet,general
1476,en,ht,main,prensipal,general
1477,en,ht,maintain,mentni,general
1478,en,ht,major,major,general
1479,en,ht,make,fè,general
1480,en,ht,manage,jere,general
1481,en,ht,manager,manadjè,general
1482,en,ht,manual,manyèl,general
1483,en,ht,manufacture,fabrike,general
1484,en,ht,map,kat,jeneral
1485,en,ht,marble,marb,general
1486,en,ht,margin,maj,general
1487,en,ht,mark,make,general
1488,en,ht,market,mache,general
1489,en,ht,marriage,maryaj,general
1490,en,ht,married,marye,general
1491,en,ht,mask,mask,general
1492,en,ht,mass,mass,general
1493,en,ht,master,mèt,general
1494,en,ht,match,al ansanm,general
1495,en,ht,material,materyèl,general
1496,en,ht,math,matematik,general
1497,en,ht,matter,zafè,general
1498,en,ht,maximum,maximòm,general
1499,en,ht,may,ka,general
1500,en,ht,maybe,petèt,general
1501,en,ht,meal,repas,general
1502,en,ht,mean,vle di,general
1503,en,ht,measure,mezire,general
1504,en,ht,mechanic,mekanik,general
1505,en,ht,media,médya,general
1506,en,ht,medical,medikal,general
1507,en,ht,medicine,medikaman,general
1508,en,ht,medium,mwayen,general
1509,en,ht,meet,rankontre,general
1510,en,ht,member,mwen,general
1511,en,ht,memorandum,memos,general
1512,en,ht,mental,mantal,general
1513,en,ht,mention,mansyone,general
1514,en,ht,menu,menu,general
1515,en,ht,mercy,mesi,general
1516,en,ht,merge,fizyon,general
1517,en,ht,message,mèsaj,general
1518,en,ht,metal,mètal,general
1519,en,ht,method,metòd,general
1520,en,ht,middle,mwayen,general
1521,en,ht,midnight,minwi,general
1522,en,ht,might,pètèt,general
1523,en,ht,milk,lèt,general
1524,en,ht,million,milyon,general
1525,en,ht,mind,lè,santi,general
1526,en,ht,miner,mine,general
1527,en,ht,minimum,minimòm,general
1528,en,ht,minor,piti,general
1529,en,ht,minute,minit,general
1530,en,ht,mirror,miwa,general
1531,en,ht,miserable,miserab,general
1532,en,ht,mistake,erè,general
1533,en,ht,mission,misyon,general
1534,en,ht,mist,melanj,general
1535,en,ht,mitten,gan,general
1536,en,ht,mix,melanje,general
1537,en,ht,mobile,mobil,general
1538,en,ht,model,modèl,general
1539,en,ht,modern,modèn,general
1540,en,ht,modest,modès,general
1541,en,ht,module,modil,general
1542,en,ht,moment,moman,general
1543,en,ht,money,lajan,general
1544,en,ht,monitor,monitor,general
1545,en,ht,month,mwa,general
1546,en,ht,moon,lalin,general
1547,en,ht,moral,moral,general
1548,en,ht,more,plis,general
1549,en,ht,morning,maten,general
1550,en,ht,mortgage,ipòtèk,general
1551,en,ht,most,pifò,general
1552,en,ht,mother,manman,general
1553,en,ht,motion,mouvman,general
1554,en,ht,motive,ansanm,general
1555,en,ht,mountain,mòn,general
1556,en,ht,mouse,sourit,general
1557,en,ht,mouth,bouch,general
1558,en,ht,movement,mouvman,general
1559,en,ht,movie,film,general
1560,en,ht,much,anpil,general
1561,en,ht,mud,labou,general
1562,en,ht,muffin,pen gato,general
1563,en,ht,multiply,miltipliye,general
1564,en,ht,museum,mize,general
1565,en,ht,music,mizik,general
1566,en,ht,musical,mizikal,general
1567,en,ht,must,dwe,general
1568,en,ht,my,pa m,general
1569,en,ht,mystery,mistè,general
1570,en,ht,myth,mitye,general
1571,en,ht,nail,zong,general
1572,en,ht,name,non,general
1573,en,ht,nation,nasyon,general
1574,en,ht,natural,natirèl,general
1575,en,ht,nature,nati,general
1576,en,ht,near,pre,general
1577,en,ht,necessary,nesesè,general
1578,en,ht,neck,kòl,general
1579,en,ht,need,bezwen,general
1580,en,ht,negative,nègatif,general
1581,en,ht,neighbor,vozin,general
1582,en,ht,neither,ni,general
1583,en,ht,nervous,anxye,general
1584,en,ht,net,nèt,general
1585,en,ht,network,rezo,general
1586,en,ht,never,pakon,general
1587,en,ht,new,nouvo,general
1588,en,ht,next,swivan,general
1589,en,ht,nice,bèl,general
1590,en,ht,nickname,sou non,general
1591,en,ht,night,nwit,general
1592,en,ht,nine,nèf,general
1593,en,ht,noise,bri,general
1594,en,ht,nominate,nonmen,general
1595,en,ht,normal,nòmal,general
1596,en,ht,north,nò,general
1597,en,ht,nose,nen,general
1598,en,ht,not,pakon,general
1599,en,ht,note,nòt,general
1600,en,ht,nothing,anyen,general
1601,en,ht,nail,zong,general
1602,en,ht,name,non,general
1603,en,ht,nation,nasyon,general
1604,en,ht,native,natifnatal,general
1605,en,ht,natural,natirèl,general
1606,en,ht,nature,nati,general
1607,en,ht,near,pre,general
1608,en,ht,nearly,prèske,general
1609,en,ht,necessary,nesesè,general
1610,en,ht,neck,kòu,general
1611,en,ht,need,bezwen,general
1612,en,ht,negative,nègatif,general
1613,en,ht,neighbor,vozin,general
1614,en,ht,neither,ni,general
1615,en,ht,nerve,nè,general
1616,en,ht,nervous,anxye,general
1617,en,ht,net,nèt,general
1618,en,ht,network,rezo,general
1619,en,ht,never,pakon,general
1620,en,ht,new,nouvo,general
1621,en,ht,next,kap vini,general
1622,en,ht,nice,bèl,general
1623,en,ht,nickname,sou non,general
1624,en,ht,night,nwit,general
1625,en,ht,nine,nèf,general
1626,en,ht,noise,bri,general
1627,en,ht,nominate,nonmen,general
1628,en,ht,normal,nòmal,general
1629,en,ht,north,nò,general
1630,en,ht,nose,nen,general
1631,en,ht,not,pakon,general
1632,en,ht,note,nòt,general
1633,en,ht,nothing,pa anyen,general
1634,en,ht,notice,remake,general
1635,en,ht,novel,roman,general
1636,en,ht,now,kounye a,general
1637,en,ht,nuclear,nukleyè,general
1638,en,ht,number,nimewo,general
1639,en,ht,numerous,anpil,general
1640,en,ht,nurse,enfimyè,general
1641,en,ht,nut,nwa,general
1642,en,ht,nutrition,nutrisyon,general
1643,en,ht,nylon,nylòn,general
1644,en,ht,oath,sèman,general
1645,en,ht,object,objè,general
1646,en,ht,observe,obsève,general
1647,en,ht,obtain,jwenn,general
1648,en,ht,obvious,klè,general
1649,en,ht,occasion,okazyon,general
1650,en,ht,occupy,okipe,general
1651,en,ht,occur,rive,general
1652,en,ht,ocean,lanmè,general
1653,en,ht,october,oktòb,general
1654,en,ht,odd,etranj,general
1655,en,ht,offer,ofri,general
1656,en,ht,office,biro,general
1657,en,ht,official,ofisyèl,general
1658,en,ht,often,souvan,general
1659,en,ht,oil,lwil,general
1660,en,ht,okay,ok,general
1661,en,ht,old,ansyen,general
1662,en,ht,olive,zaboka,general
1663,en,ht,Olympic,Olmpik,general
1664,en,ht,once,yonn fwa,general
1665,en,ht,one,yonn,general
1666,en,ht,online,sou entènèt,general
1667,en,ht,open,louvri,general
1668,en,ht,operate,operasyon,general
1669,en,ht,opinion,opinyon,general
1670,en,ht,opportunity,opòtinite,general
1671,en,ht,opt,opt,general
1672,en,ht,option,opsyon,general
1673,en,ht,orange,zoranj,general
1674,en,ht,order,òdone,general
1675,en,ht,ordinary,òdinè,general
1676,en,ht,organize,òganize,general
1677,en,ht,origin,orijin,general
1678,en,ht,original,orijinal,general
1679,en,ht,other,lòt,general
1680,en,ht,ought,dwe,general
1681,en,ht,our,nou,general
1682,en,ht,ours,nou,general
1683,en,ht,out, deyò,general
1684,en,ht,outcome,rezilta,general
1685,en,ht,outdoor, deyò,general
1686,en,ht,outside, deyò,general
1687,en,ht,over,sou,general
1688,en,ht,overall,an jeneral,general
1689,en,ht,overcome,simonte,general
1690,en,ht,overlook,neglije,general
1691,en,ht,owe,dwe,general
1692,en,ht,own,pose,general
1693,en,ht,owner,mèt,general
1694,en,ht,oxygen,oksijèn,general
1695,en,ht,pace,rit,general
1696,en,ht,pack,pake,general
1697,en,ht,page,paj,general
1698,en,ht,paint,peye,general
1699,en,ht,pair,pè,general
1700,en,ht,panic,panik,general
1701,en,ht,paper,papye,general
1702,en,ht,parallel,paralèl,general
1703,en,ht,parent,paran,general
1704,en,ht,park,pak,general
1705,en,ht,part,pati,general
1706,en,ht,participate,patisipe,general
1707,en,ht,partner,patnè,general
1708,en,ht,party,patri,general
1709,en,ht,pass,pase,general
1710,en,ht,passage,pasaj,general
1711,en,ht,passenger,pasaje,general
1712,en,ht,passion,pasyon,general
1713,en,ht,past,pase,general
1714,en,ht,patient,pasyan,general
1715,en,ht,pattern,patern,general
