id,source_language,target_language,source,target,domain
337,en,ht,Do you have tingling in your extremities?,Èske ou santi pike nan bra oswa janm?,healthcare
338,en,ht,Do you have cramps in your legs?,Èske ou gen kranp nan janm?,healthcare
339,en,ht,Do you have swelling in feet or ankles?,Èske ou gen anflamasyon nan pye oswa cheviy?,healthcare
340,en,ht,Do you have varicose veins?,Èske ou gen venn varis?,healthcare
341,en,ht,Do you have blood clots?,Èske ou gen tòk nan san?,healthcare
342,en,ht,Do you have bruising easily?,Èske ou fasil fè siy senyen?,healthcare
343,en,ht,Do you have nosebleeds?,Èske ou gen nen senyen?,healthcare
344,en,ht,Do you have bleeding gums?,Èske ou gen jansiv ki senyen?,healthcare
345,en,ht,Do you feel fatigued?,Èske ou santi ou fatige?,healthcare
346,en,ht,Do you have pale skin?,Èske po ou pal?,healthcare
347,en,ht,Do you feel short of breath?,Èske ou gen kout souf?,healthcare
348,en,ht,Do you experience palpitations?,Èske ou gen batman kè rapid?,healthcare
349,en,ht,Do you experience dizziness when standing?,Èske ou santi tèt ou vire lè w leve?,healthcare
350,en,ht,Do you experience fainting spells?,Èske ou gen epizòd kote ou pèdi konesans?,healthcare
351,en,ht,Do you have high blood pressure?,Èske ou gen tansyon wo?,healthcare
352,en,ht,Do you have low blood pressure?,Èske ou gen tansyon ba?,healthcare
353,en,ht,Do you have chest pain?,Èske ou gen doulè nan pwatrin?,healthcare
354,en,ht,Do you feel tightness in your chest?,Èske ou santi tansyon nan pwatrin?,healthcare
355,en,ht,Do you experience irregular heartbeat?,Èske ou gen batman kè iregilye?,healthcare
356,en,ht,Do you have heartburn?,Èske ou gen doulè nan lestomak ak pwatrin?,healthcare
357,en,ht,Do you have acid reflux?,Èske ou gen reflèks asid?,healthcare
358,en,ht,Do you have nausea?,Èske ou gen kè plen?,healthcare
359,en,ht,Do you have vomiting?,Èske ou vomi?,healthcare
360,en,ht,Do you have diarrhea?,Èske ou gen dyare?,healthcare
361,en,ht,Do you have constipation?,Èske ou gen konstipasyon?,healthcare
362,en,ht,Do you have stomach cramps?,Èske ou gen kranp nan vant?,healthcare
363,en,ht,Do you have bloating?,Èske ou gonfle?,healthcare
364,en,ht,Do you have blood in stool?,Èske ou gen san nan poupou?,healthcare
365,en,ht,Do you have urinary tract infections?,Èske ou gen enfeksyon nan urin?,healthcare
366,en,ht,Do you experience pain while urinating?,Èske ou gen doulè lè w ap pipi?,healthcare
367,en,ht,Do you have frequent urination?,Èske ou pipi souvan?,healthcare
368,en,ht,Do you wake at night to urinate?,Èske ou leve nan mitan lannwit pou pipi?,healthcare
369,en,ht,Do you have incontinence?,Èske ou gen pwoblèm kontwòl pipi?,healthcare
370,en,ht,Do you have kidney problems?,Èske ou gen pwoblèm ren?,healthcare
371,en,ht,Do you have back pain due to kidney issues?,Èske ou gen doulè nan do akòz ren?,healthcare
372,en,ht,Do you have blood in urine?,Èske ou gen san nan pipi?,healthcare
373,en,ht,Do you have swelling in hands or feet?,Èske ou gen anflamasyon nan men oswa pye?,healthcare
374,en,ht,Do you experience sexual health problems?,Èske ou gen pwoblèm sante seksyèl?,healthcare
375,en,ht,Do you experience pain during intercourse?,Èske ou gen doulè pandan relasyon seksyèl?,healthcare
376,en,ht,Do you have vaginal bleeding?,Èske ou gen senyen nan vajen?,healthcare
377,en,ht,Do you have abnormal discharge?,Èske ou gen likid etranj?,healthcare
378,en,ht,Do you have itching in genital area?,Èske ou gen gratèl nan zòn jenital?,healthcare
379,en,ht,Do you have genital sores?,Èske ou gen blesi nan zòn jenital?,healthcare
380,en,ht,Do you have breast lumps?,Èske ou gen boul nan tete?,healthcare
381,en,ht,Do you have nipple pain?,Èske ou gen doulè nan tete?,healthcare
382,en,ht,Do you experience hot flashes?,Èske ou gen chalè?,healthcare
383,en,ht,Do you have night sweats?,Èske ou swe nan mitan lannwit?,healthcare
384,en,ht,Do you have mood swings?,Èske ou gen chanjman nan dispoziyon?,healthcare
385,en,ht,Do you experience anxiety?,Èske ou santi w enkyè?,healthcare
386,en,ht,Do you have depression?,Èske ou santi w tris?,healthcare
387,en,ht,Do you have panic attacks?,Èske ou gen kriz panik?,healthcare
388,en,ht,Do you have confusion?,Èske ou konfonn?,healthcare
389,en,ht,Do you have memory problems?,Èske ou gen pwoblèm memwa?,healthcare
390,en,ht,Do you have difficulty concentrating?,Èske ou gen difikilte pou konsantre?,healthcare
391,en,ht,Do you have headaches?,Èske ou gen maltèt?,healthcare
392,en,ht,Do you have migraines?,Èske ou gen migrèn?,healthcare
393,en,ht,Do you experience dizziness?,Èske ou santi tèt ou vire?,healthcare
394,en,ht,Do you faint sometimes?,Èske ou pèdi konesans pafwa?,healthcare
395,en,ht,Do you have seizures?,Èske ou gen kriz konvulsif?,healthcare
396,en,ht,Do you have numbness?,Èske ou gen pèt sansasyon?,healthcare
397,en,ht,Do you have tingling sensations?,Èske ou santi pike oswa fourmilman?,healthcare
398,en,ht,Do you have tremors?,Èske ou gen tranbleman?,healthcare
399,en,ht,Do you have weakness in limbs?,Èske ou gen feblès nan manm yo?,healthcare
400,en,ht,Do you have coordination problems?,Èske ou gen pwoblèm kowòdinasyon?,healthcare
401,en,ht,Do you have trouble swallowing liquids?,Èske ou gen difikilte pou vale likid?,healthcare
402,en,ht,Do you have difficulty chewing food?,Èske ou gen difikilte pou mòde manje?,healthcare
403,en,ht,Do you have dental cavities?,Èske ou gen kavite nan dan?,healthcare
404,en,ht,Do you have gum bleeding?,Èske jansiv ou senyen?,healthcare
405,en,ht,Do you experience jaw pain?,Èske ou gen doulè nan machwè?,healthcare
406,en,ht,Do you grind your teeth at night?,Èske ou grate dan ou nan mitan lannwit?,healthcare
407,en,ht,Do you have a dry mouth?,Èske ou gen bouch sèk?,healthcare
408,en,ht,Do you have bad breath?,Èske ou gen move souf?,healthcare
409,en,ht,Do you have tongue pain or sores?,Èske ou gen doulè oswa blesi nan lang?,healthcare
410,en,ht,Do you experience loss of taste?,Èske ou pèdi sans gou?,healthcare
411,en,ht,Do you have nasal congestion?,Èske ou gen nen bouche?,healthcare
412,en,ht,Do you have frequent sneezing?,Èske ou etènye souvan?,healthcare
413,en,ht,Do you have sinus headaches?,Èske ou gen maltèt akòz senis?,healthcare
414,en,ht,Do you have sinus infections?,Èske ou gen enfeksyon nan senis?,healthcare
415,en,ht,Do you have a runny nose?,Èske nen ou kouri?,healthcare
416,en,ht,Do you have nasal discharge?,Èske ou gen likid nan nen?,healthcare
417,en,ht,Do you have a loss of smell?,Èske ou pèdi sans olfaktif?,healthcare
418,en,ht,Do you have ear pain?,Èske ou gen doulè nan zòrèy?,healthcare
419,en,ht,Do you have ear infections?,Èske ou gen enfeksyon nan zòrèy?,healthcare
420,en,ht,Do you have tinnitus (ringing in ears)?,Èske ou tande sifle nan zòrèy?,healthcare
421,en,ht,Do you experience hearing loss?,Èske ou pèdi kapasite tande?,healthcare
422,en,ht,Do you experience vertigo?,Èske ou santi tèt vire?,healthcare
423,en,ht,Do you have balance problems?,Èske ou gen pwoblèm balans?,healthcare
424,en,ht,Do you have eye redness?,Èske je ou wouj?,healthcare
425,en,ht,Do you have eye discharge?,Èske ou gen likid nan je?,healthcare
426,en,ht,Do you experience blurry vision?,Èske ou wè flou?,healthcare
427,en,ht,Do you have double vision?,Èske ou wè doub?,healthcare
428,en,ht,Do you experience eye pain?,Èske ou gen doulè nan je?,healthcare
429,en,ht,Do you have light sensitivity?,Èske ou sansib ak limyè?,healthcare
430,en,ht,Do you have floaters in vision?,Èske ou wè tach nan je?,healthcare
431,en,ht,Do you experience sudden vision loss?,Èske ou pèdi vizyon toudenkou?,healthcare
432,en,ht,Do you have blurry or distorted vision?,Èske vizyon ou flou oswa deforme?,healthcare
433,en,ht,Do you experience dry eyes?,Èske je ou sèk?,healthcare
434,en,ht,Do you have watery eyes?,Èske je ou dlo?,healthcare
435,en,ht,Do you have itchy eyes?,Èske je ou grate?,healthcare
436,en,ht,Do you have swollen eyelids?,Èske je ou gonfle?,healthcare
437,en,ht,Do you have conjunctivitis?,Èske ou gen je wouj enfekte?,healthcare
438,en,ht,Do you have glaucoma?,Èske ou gen glokòm?,healthcare
439,en,ht,Do you have cataracts?,Èske ou gen katarak?,healthcare
440,en,ht,Do you have eye injuries?,Èske ou gen blesi nan je?,healthcare
441,en,ht,Do you have skin rashes?,Èske ou gen gratèl sou po?,healthcare
442,en,ht,Do you have dry skin?,Èske ou gen po sèk?,healthcare
443,en,ht,Do you have oily skin?,Èske ou gen po lwil?,healthcare
444,en,ht,Do you have acne?,Èske ou gen bouton?,healthcare
445,en,ht,Do you have eczema?,Èske ou gen ekzema?,healthcare
446,en,ht,Do you have psoriasis?,Èske ou gen psoryaz?,healthcare
447,en,ht,Do you have hives?,Èske ou gen gratèl sou po?,healthcare
448,en,ht,Do you experience skin itching?,Èske ou gen gratèl?,healthcare
449,en,ht,Do you have skin infections?,Èske ou gen enfeksyon sou po?,healthcare
450,en,ht,Do you have wounds that do not heal?,Èske ou gen blesi ki pa geri?,healthcare
451,en,ht,Do you have bruising easily?,Èske ou fasil fè siy senyen?,healthcare
452,en,ht,Do you have swelling or redness?,Èske ou gen anflamasyon oswa woujè?,healthcare
453,en,ht,Do you have moles or skin growths?,Èske ou gen nevi oswa kwasans sou po?,healthcare
454,en,ht,Do you have unusual bleeding?,Èske ou gen senyen etranj?,healthcare
455,en,ht,Do you have joint swelling?,Èske ou gen anflamasyon nan jwenti?,healthcare
456,en,ht,Do you have arthritis?,Èske ou gen atrit?,healthcare
457,en,ht,Do you have gout?,Èske ou gen got?,healthcare
458,en,ht,Do you have stiffness in morning?,Èske ou santi raide nan maten?,healthcare
459,en,ht,Do you experience joint pain after activity?,Èske ou gen doulè nan jwenti apre aktivite?,healthcare
460,en,ht,Do you have muscle pain?,Èske ou gen doulè nan misk?,healthcare
461,en,ht,Do you experience cramps?,Èske ou gen kranp?,healthcare
462,en,ht,Do you have weakness?,Èske ou gen feblès?,healthcare
463,en,ht,Do you have swelling in extremities?,Èske ou gen anflamasyon nan bra oswa janm?,healthcare
464,en,ht,Do you have numbness?,Èske ou gen pèt sansasyon?,healthcare
465,en,ht,Do you have tingling sensations?,Èske ou santi pike oswa fourmilman?,healthcare
466,en,ht,Do you have tremors?,Èske ou gen tranbleman?,healthcare
467,en,ht,Do you have difficulty walking?,Èske ou gen difikilte pou mache?,healthcare
468,en,ht,Do you have balance problems?,Èske ou gen pwoblèm balans?,healthcare
469,en,ht,Do you experience dizziness?,Èske ou santi tèt ou vire?,healthcare
470,en,ht,Do you have fainting spells?,Èske ou gen epizòd kote ou pèdi konesans?,healthcare
471,en,ht,Do you have chest pain?,Èske ou gen doulè nan pwatrin?,healthcare
472,en,ht,Do you have palpitations?,Èske ou gen batman kè rapid?,healthcare
473,en,ht,Do you have shortness of breath?,Èske ou gen kout souf?,healthcare
474,en,ht,Do you experience swelling in legs?,Èske ou gen anflamasyon nan janm?,healthcare
475,en,ht,Do you have cold hands or feet?,Èske ou gen men oswa pye frèt?,healthcare
476,en,ht,Do you experience numbness in extremities?,Èske ou santi pèt sansasyon nan bra oswa janm?,healthcare
477,en,ht,Do you have paleness in skin?,Èske po ou pal?,healthcare
478,en,ht,Do you have heartburn?,Èske ou gen doulè nan lestomak ak pwatrin?,healthcare
479,en,ht,Do you have acid reflux?,Èske ou gen reflèks asid?,healthcare
480,en,ht,Do you experience nausea?,Èske ou gen kè plen?,healthcare
481,en,ht,Do you vomit frequently?,Èske ou vomi souvan?,healthcare
482,en,ht,Do you have diarrhea?,Èske ou gen dyare?,healthcare
483,en,ht,Do you have constipation?,Èske ou gen konstipasyon?,healthcare
484,en,ht,Do you have abdominal cramps?,Èske ou gen kranp nan vant?,healthcare
485,en,ht,Do you have bloating?,Èske ou gonfle?,healthcare
486,en,ht,Do you have blood in stool?,Èske ou gen san nan poupou?,healthcare
487,en,ht,Do you have urinary problems?,Èske ou gen pwoblèm pipi?,healthcare
488,en,ht,Do you experience pain during urination?,Èske ou gen doulè lè w ap pipi?,healthcare
489,en,ht,Do you urinate frequently?,Èske ou pipi souvan?,healthcare
490,en,ht,Do you wake at night to urinate?,Èske ou leve nan mitan lannwit pou pipi?,healthcare
491,en,ht,Do you have kidney problems?,Èske ou gen pwoblèm ren?,healthcare
492,en,ht,Do you experience back pain due to kidneys?,Èske ou gen doulè nan do akòz ren?,healthcare
493,en,ht,Do you have blood in urine?,Èske ou gen san nan pipi?,healthcare
494,en,ht,Do you have swelling in hands or feet?,Èske ou gen anflamasyon nan men oswa pye?,healthcare
495,en,ht,Do you have sexual health concerns?,Èske ou gen pwoblèm sante seksyèl?,healthcare
496,en,ht,Do you have pain during intercourse?,Èske ou gen doulè pandan relasyon seksyèl?,healthcare
497,en,ht,Do you have vaginal bleeding?,Èske ou gen senyen nan vajen?,healthcare
498,en,ht,Do you have abnormal discharge?,Èske ou gen likid etranj?,healthcare
499,en,ht,Do you have genital itching?,Èske ou gen gratèl nan zòn jenital?,healthcare
500,en,ht,Do you have genital sores?,Èske ou gen blesi nan zòn jenital?,healthcare
501,en,ht,Do you have breast pain?,Èske ou gen doulè nan tete?,healthcare
502,en,ht,Do you have lumps in your breasts?,Èske ou gen boul nan tete?,healthcare
503,en,ht,Do you have nipple discharge?,Èske ou gen likid soti nan tete?,healthcare
504,en,ht,Do you experience hot flashes?,Èske ou gen chalè?,healthcare
505,en,ht,Do you have night sweats?,Èske ou swe nan mitan lannwit?,healthcare
506,en,ht,Do you have mood swings?,Èske ou gen chanjman nan dispoziyon?,healthcare
507,en,ht,Do you feel anxious?,Èske ou santi w enkyè?,healthcare
508,en,ht,Do you feel depressed?,Èske ou santi w tris?,healthcare
509,en,ht,Do you experience panic attacks?,Èske ou gen kriz panik?,healthcare
510,en,ht,Do you have confusion?,Èske ou konfonn?,healthcare
511,en,ht,Do you have memory problems?,Èske ou gen pwoblèm memwa?,healthcare
512,en,ht,Do you have difficulty concentrating?,Èske ou gen difikilte pou konsantre?,healthcare
513,en,ht,Do you have headaches?,Èske ou gen maltèt?,healthcare
514,en,ht,Do you have migraines?,Èske ou gen migrèn?,healthcare
515,en,ht,Do you experience dizziness?,Èske ou santi tèt ou vire?,healthcare
516,en,ht,Do you faint sometimes?,Èske ou pèdi konesans pafwa?,healthcare
517,en,ht,Do you have seizures?,Èske ou gen kriz konvulsif?,healthcare
518,en,ht,Do you have numbness?,Èske ou gen pèt sansasyon?,healthcare
519,en,ht,Do you have tingling sensations?,Èske ou santi pike oswa fourmilman?,healthcare
520,en,ht,Do you have tremors?,Èske ou gen tranbleman?,healthcare
521,en,ht,Do you have weakness in limbs?,Èske ou gen feblès nan manm yo?,healthcare
522,en,ht,Do you have coordination problems?,Èske ou gen pwoblèm kowòdinasyon?,healthcare
523,en,ht,Do you have balance problems?,Èske ou gen pwoblèm balans?,healthcare
524,en,ht,Do you experience shortness of breath?,Èske ou gen kout souf?,healthcare
525,en,ht,Do you experience chest tightness?,Èske ou santi tansyon nan pwatrin?,healthcare
526,en,ht,Do you experience palpitations?,Èske ou gen batman kè rapid?,healthcare
527,en,ht,Do you have swelling in legs?,Èske ou gen anflamasyon nan janm?,healthcare
528,en,ht,Do you have cold hands or feet?,Èske ou gen men oswa pye frèt?,healthcare
529,en,ht,Do you experience numbness in extremities?,Èske ou santi pèt sansasyon nan bra oswa janm?,healthcare
530,en,ht,Do you have pale skin?,Èske po ou pal?,healthcare
531,en,ht,Do you have high blood pressure?,Èske ou gen tansyon wo?,healthcare
532,en,ht,Do you have low blood pressure?,Èske ou gen tansyon ba?,healthcare
533,en,ht,Do you experience headaches due to blood pressure?,Èske ou gen maltèt akòz tansyon?,healthcare
534,en,ht,Do you have chest pain?,Èske ou gen doulè nan pwatrin?,healthcare
535,en,ht,Do you have heartburn?,Èske ou gen doulè nan lestomak ak pwatrin?,healthcare
536,en,ht,Do you have acid reflux?,Èske ou gen reflèks asid?,healthcare
537,en,ht,Do you experience nausea?,Èske ou gen kè plen?,healthcare
538,en,ht,Do you vomit frequently?,Èske ou vomi souvan?,healthcare
539,en,ht,Do you have diarrhea?,Èske ou gen dyare?,healthcare
540,en,ht,Do you have constipation?,Èske ou gen konstipasyon?,healthcare
541,en,ht,Do you have abdominal cramps?,Èske ou gen kranp nan vant?,healthcare
542,en,ht,Do you have bloating?,Èske ou gonfle?,healthcare
543,en,ht,Do you have blood in stool?,Èske ou gen san nan poupou?,healthcare
544,en,ht,Do you have urinary problems?,Èske ou gen pwoblèm pipi?,healthcare
545,en,ht,Do you experience pain during urination?,Èske ou gen doulè lè w ap pipi?,healthcare
546,en,ht,Do you urinate frequently?,Èske ou pipi souvan?,healthcare
547,en,ht,Do you wake at night to urinate?,Èske ou leve nan mitan lannwit pou pipi?,healthcare
548,en,ht,Do you have incontinence?,Èske ou gen pwoblèm kontwòl pipi?,healthcare
549,en,ht,Do you have kidney problems?,Èske ou gen pwoblèm ren?,healthcare
550,en,ht,Do you experience back pain due to kidneys?,Èske ou gen doulè nan do akòz ren?,healthcare
551,en,ht,Do you have blood in urine?,Èske ou gen san nan pipi?,healthcare
552,en,ht,Do you have swelling in hands or feet?,Èske ou gen anflamasyon nan men oswa pye?,healthcare
553,en,ht,Do you have sexual health concerns?,Èske ou gen pwoblèm sante seksyèl?,healthcare
554,en,ht,Do you have pain during intercourse?,Èske ou gen doulè pandan relasyon seksyèl?,healthcare
555,en,ht,Do you have vaginal bleeding?,Èske ou gen senyen nan vajen?,healthcare
556,en,ht,Do you have abnormal discharge?,Èske ou gen likid etranj?,healthcare
557,en,ht,Do you have genital itching?,Èske ou gen gratèl nan zòn jenital?,healthcare
558,en,ht,Do you have genital sores?,Èske ou gen blesi nan zòn jenital?,healthcare
559,en,ht,Do you have breast lumps?,Èske ou gen boul nan tete?,healthcare
560,en,ht,Do you have nipple pain?,Èske ou gen doulè nan tete?,healthcare
561,en,ht,Do you experience hot flashes?,Èske ou gen chalè?,healthcare
562,en,ht,Do you have night sweats?,Èske ou swe nan mitan lannwit?,healthcare
563,en,ht,Do you have mood swings?,Èske ou gen chanjman nan dispoziyon?,healthcare
564,en,ht,Do you feel anxious?,Èske ou santi w enkyè?,healthcare
565,en,ht,Do you feel depressed?,Èske ou santi w tris?,healthcare
566,en,ht,Do you experience panic attacks?,Èske ou gen kriz panik?,healthcare
567,en,ht,Do you have confusion?,Èske ou konfonn?,healthcare
568,en,ht,Do you have memory problems?,Èske ou gen pwoblèm memwa?,healthcare
569,en,ht,Do you have difficulty concentrating?,Èske ou gen difikilte pou konsantre?,healthcare
570,en,ht,Do you have headaches?,Èske ou gen maltèt?,healthcare
571,en,ht,Do you have migraines?,Èske ou gen migrèn?,healthcare
572,en,ht,Do you experience dizziness?,Èske ou santi tèt ou vire?,healthcare
573,en,ht,Do you faint sometimes?,Èske ou pèdi konesans pafwa?,healthcare
574,en,ht,Do you have seizures?,Èske ou gen kriz konvulsif?,healthcare
575,en,ht,Do you have numbness?,Èske ou gen pèt sansasyon?,healthcare
576,en,ht,Do you have tingling sensations?,Èske ou santi pike oswa fourmilman?,healthcare
577,en,ht,Do you have tremors?,Èske ou gen tranbleman?,healthcare
578,en,ht,Do you have weakness in limbs?,Èske ou gen feblès nan manm yo?,healthcare
579,en,ht,Do you have coordination problems?,Èske ou gen pwoblèm kowòdinasyon?,healthcare
580,en,ht,Do you have balance problems?,Èske ou gen pwoblèm balans?,healthcare
581,en,ht,Do you experience shortness of breath?,Èske ou gen kout souf?,healthcare
582,en,ht,Do you experience chest tightness?,Èske ou santi tansyon nan pwatrin?,healthcare
583,en,ht,Do you experience palpitations?,Èske ou gen batman kè rapid?,healthcare
584,en,ht,Do you have swelling in legs?,Èske ou gen anflamasyon nan janm?,healthcare
585,en,ht,Do you have cold hands or feet?,Èske ou gen men oswa pye frèt?,healthcare
586,en,ht,Do you experience numbness in extremities?,Èske ou santi pèt sansasyon nan bra oswa janm?,healthcare
587,en,ht,Do you have pale skin?,Èske po ou pal?,healthcare
588,en,ht,Do you have high blood pressure?,Èske ou gen tansyon wo?,healthcare
589,en,ht,Do you have low blood pressure?,Èske ou gen tansyon ba?,healthcare
590,en,ht,Do you experience headaches due to blood pressure?,Èske ou gen maltèt akòz tansyon?,healthcare
591,en,ht,Do you have chest pain?,Èske ou gen doulè nan pwatrin?,healthcare
592,en,ht,Do you have heartburn?,Èske ou gen doulè nan lestomak ak pwatrin?,healthcare
593,en,ht,Do you have acid reflux?,Èske ou gen reflèks asid?,healthcare
594,en,ht,Do you experience nausea?,Èske ou gen kè plen?,healthcare
595,en,ht,Do you vomit frequently?,Èske ou vomi souvan?,healthcare
596,en,ht,Do you have diarrhea?,Èske ou gen dyare?,healthcare
597,en,ht,Do you have constipation?,Èske ou gen konstipasyon?,healthcare
598,en,ht,Do you have abdominal cramps?,Èske ou gen kranp nan vant?,healthcare
599,en,ht,Do you have bloating?,Èske ou gonfle?,healthcare
600,en,ht,Do you have blood in stool?,Èske ou gen san nan poupou?,healthcare
601,en,ht,Are you pregnant?,Èske ou ansent?,maternity
602,en,ht,How many weeks pregnant are you?,Konbyen semèn ou ansent?,maternity
603,en,ht,Have you had a prenatal checkup?,Èske ou te fè yon tcheke prenatal?,maternity
604,en,ht,Do you take prenatal vitamins?,Èske ou pran vitamin prenatal?,maternity
605,en,ht,Do you have morning sickness?,Èske ou gen maladi maten?,maternity
606,en,ht,Do you have nausea during pregnancy?,Èske ou gen kè plen pandan gwosès?,maternity
607,en,ht,Do you vomit frequently during pregnancy?,Èske ou vomi souvan pandan gwosès?,maternity
608,en,ht,Do you experience fatigue during pregnancy?,Èske ou santi w fatige pandan gwosès?,maternity
609,en,ht,Do you have back pain during pregnancy?,Èske ou gen doulè nan do pandan gwosès?,maternity
610,en,ht,Do you have swelling in your feet or ankles?,Èske ou gen anflamasyon nan pye oswa cheviy pandan gwosès?,maternity
611,en,ht,Do you experience leg cramps during pregnancy?,Èske ou gen kranp nan janm pandan gwosès?,maternity
612,en,ht,Do you experience headaches during pregnancy?,Èske ou gen maltèt pandan gwosès?,maternity
613,en,ht,Do you have dizziness during pregnancy?,Èske ou santi tèt ou vire pandan gwosès?,maternity
614,en,ht,Do you experience heartburn during pregnancy?,Èske ou gen doulè nan lestomak ak pwatrin pandan gwosès?,maternity
615,en,ht,Do you have shortness of breath during pregnancy?,Èske ou gen kout souf pandan gwosès?,maternity
616,en,ht,Do you have bleeding during pregnancy?,Èske ou gen senyen pandan gwosès?,maternity
617,en,ht,Do you feel fetal movements?,Èske ou santi mouvman tibebe a?,maternity
618,en,ht,Do you feel reduced fetal movements?,Èske ou santi mouvman tibebe a diminye?,maternity
619,en,ht,Do you have abdominal pain during pregnancy?,Èske ou gen doulè nan vant pandan gwosès?,maternity
620,en,ht,Do you experience contractions?,Èske ou gen kontraksyon?,maternity
621,en,ht,Do you have vaginal discharge during pregnancy?,Èske ou gen likid nan vajen pandan gwosès?,maternity
622,en,ht,Do you have vaginal itching during pregnancy?,Èske ou gen gratèl nan vajen pandan gwosès?,maternity
623,en,ht,Do you have urinary problems during pregnancy?,Èske ou gen pwoblèm pipi pandan gwosès?,maternity
624,en,ht,Do you have leg swelling during pregnancy?,Èske ou gen anflamasyon nan janm pandan gwosès?,maternity
625,en,ht,Do you have varicose veins during pregnancy?,Èske ou gen venn varis pandan gwosès?,maternity
626,en,ht,Do you have hemorrhoids during pregnancy?,Èske ou gen emoroid pandan gwosès?,maternity
627,en,ht,Do you have constipation during pregnancy?,Èske ou gen konstipasyon pandan gwosès?,maternity
628,en,ht,Do you have back pain that affects sleep?,Èske doulè nan do ou afekte dòmi?,maternity
629,en,ht,Do you experience pelvic pain during pregnancy?,Èske ou gen doulè nan basin pandan gwosès?,maternity
630,en,ht,Do you have vaginal bleeding in third trimester?,Èske ou gen senyen nan twazyèm trimès?,maternity
631,en,ht,Do you have high blood pressure during pregnancy?,Èske ou gen tansyon wo pandan gwosès?,maternity
632,en,ht,Do you have swelling in hands or face during pregnancy?,Èske ou gen anflamasyon nan men oswa figi pandan gwosès?,maternity
633,en,ht,Do you have protein in urine?,Èske ou gen pwoteyin nan pipi?,maternity
634,en,ht,Do you experience severe headaches during pregnancy?,Èske ou gen maltèt grav pandan gwosès?,maternity
635,en,ht,Do you have visual disturbances during pregnancy?,Èske ou gen pwoblèm vizyon pandan gwosès?,maternity
636,en,ht,Do you have nausea in first trimester?,Èske ou gen kè plen nan premye trimès?,maternity
637,en,ht,Do you have food cravings?,Èske ou gen anvi manje pandan gwosès?,maternity
638,en,ht,Do you have food aversions?,Èske ou gen repiyans pou manje pandan gwosès?,maternity
639,en,ht,Do you feel fetal kicking regularly?,Èske ou santi tibebe a ap bat regilyèman?,maternity
640,en,ht,Do you have pelvic pressure?,Èske ou santi presyon nan basin?,maternity
641,en,ht,Do you have vaginal discharge with odor?,Èske ou gen likid nan vajen ak odè?,maternity
642,en,ht,Do you have fever during pregnancy?,Èske ou gen lafyèv pandan gwosès?,maternity
643,en,ht,Do you have flu symptoms during pregnancy?,Èske ou gen sentòm grip pandan gwosès?,maternity
644,en,ht,Do you take iron supplements?,Èske ou pran sipleman fè pandan gwosès?,maternity
645,en,ht,Do you take folic acid supplements?,Èske ou pran sipleman folik asid pandan gwosès?,maternity
646,en,ht,Do you have backaches in third trimester?,Èske ou gen doulè nan do nan twazyèm trimès?,maternity
647,en,ht,Do you have swelling in feet in third trimester?,Èske ou gen anflamasyon nan pye nan twazyèm trimès?,maternity
648,en,ht,Do you have contractions before due date?,Èske ou gen kontraksyon anvan dat delivrans?,maternity
649,en,ht,Do you have bleeding in second trimester?,Èske ou gen senyen nan dezyèm trimès?,maternity
650,en,ht,Do you have dizziness in early pregnancy?,Èske ou santi tèt ou vire nan kòmansman gwosès?,maternity
651,en,ht,Do you experience heartburn in late pregnancy?,Èske ou gen doulè nan lestomak ak pwatrin nan fen gwosès?,maternity
652,en,ht,Do you have leg cramps at night?,Èske ou gen kranp nan janm nan mitan lannwit?,maternity
653,en,ht,Do you have pelvic pain while walking?,Èske ou gen doulè nan basin pandan w ap mache?,maternity
654,en,ht,Do you have difficulty sleeping in third trimester?,Èske ou gen difikilte dòmi nan twazyèm trimès?,maternity
655,en,ht,Do you have swelling in face or hands?,Èske ou gen anflamasyon nan figi oswa men?,maternity
656,en,ht,Do you experience shortness of breath when lying down?,Èske ou gen kout souf lè w kouche?,maternity
657,en,ht,Do you feel pressure in lower abdomen?,Èske ou santi presyon nan vant anba?,maternity
658,en,ht,Do you have bleeding after intercourse?,Èske ou gen senyen apre relasyon seksyèl?,maternity
659,en,ht,Do you have spotting during early pregnancy?,Èske ou gen senyen ti gout nan kòmansman gwosès?,maternity
660,en,ht,Do you experience frequent urination during pregnancy?,Èske ou pipi souvan pandan gwosès?,maternity
661,en,ht,Do you have back pain radiating to legs?,Èske doulè nan do ou ap gaye nan janm?,maternity
662,en,ht,Do you experience mood swings during pregnancy?,Èske ou gen chanjman nan dispoziyon pandan gwosès?,maternity
663,en,ht,Do you feel anxious about delivery?,Èske ou santi w enkyè pou delivrans?,maternity
664,en,ht,Do you have nipple pain during breastfeeding?,Èske ou gen doulè nan tete pandan tete?,maternity
665,en,ht,Do you have cracked nipples?,Èske ou gen tete ki fann?,maternity
666,en,ht,Do you have mastitis symptoms?,Èske ou gen sentòm mastit?,maternity
667,en,ht,Do you have breast swelling?,Èske ou gen anflamasyon nan tete?,maternity
668,en,ht,Do you have engorged breasts?,Èske ou gen tete plen anpil?,maternity
669,en,ht,Do you experience leaking milk?,Èske ou gen lèt k ap koule?,maternity
670,en,ht,Do you have postpartum bleeding?,Èske ou gen senyen apre akouchman?,maternity
671,en,ht,Do you experience mood swings postpartum?,Èske ou gen chanjman nan dispoziyon apre akouchman?,maternity
