id,source_language,target_language,source,target,domain
385,en,ht,Do not rely on unofficial sources.,Pa konte sou sous ki pa ofisyèl.,education
386,en,ht,We are committed to clear communication.,Nou angaje nan kominikasyon klè.,education
387,en,ht,Your attention to these messages is appreciated.,Nou apresye atansyon ou sou mesaj sa yo.,education
388,en,ht,Thank you for reading.,Mèsi paske w li.,education
389,en,ht,Please share this information responsibly.,Tanpri pataje enfòmasyon sa a ak responsabilite.,education
390,en,ht,Contact the school if clarification is needed.,Kontakte lekòl la si w bezwen klarifikasyon.,education
391,en,ht,We value strong school-family connections.,Nou bay relasyon lekòl-fanmi anpil valè.,education
392,en,ht,Working together benefits students.,Travay ansanm benefisye elèv yo.,education
393,en,ht,Your role in your child’s education matters.,Wòl ou nan edikasyon pitit ou enpòtan.,education
394,en,ht,Open communication supports success.,Kominikasyon ouvè sipòte siksè.,education
395,en,ht,We welcome your questions and ideas.,Nou byenveni kesyon ak ide ou.,education
396,en,ht,Thank you for trusting our school.,Mèsi paske w fè lekòl nou konfyans.,education
397,en,ht,We are grateful for your involvement.,Nou rekonesan pou patisipasyon ou.,education
398,en,ht,This message is part of ongoing communication.,Mesaj sa a fè pati kominikasyon kontinyèl.,education
399,en,ht,More updates will be shared as available.,Nou pral pataje plis nouvèl lè sa disponib.,education
400,en,ht,Thank you for your continued partnership.,Mèsi pou patenarya kontinyèl ou.,education
401,en,ht,Please complete the attached checklist.,Tanpri ranpli lis verifikasyon ki annèks la.,education
402,en,ht,The checklist helps us prepare.,Lis verifikasyon an ede nou prepare.,education
403,en,ht,Return all requested items.,Tanpri retounen tout bagay yo mande yo.,education
404,en,ht,Incomplete submissions may cause delays.,Soumisyon ki pa konplè ka lakòz reta.,education
405,en,ht,Contact the office for assistance.,Kontakte biwo a pou asistans.,education
406,en,ht,Office staff are available to help.,Anplwaye biwo a disponib pou ede.,education
407,en,ht,Please bring this letter with you.,Tanpri pote lèt sa a avèk ou.,education
408,en,ht,Keep a copy for your records.,Kenbe yon kopi pou dosye ou.,education
409,en,ht,This form applies to your child.,Fòm sa a konsène pitit ou.,education
410,en,ht,Submission confirmation will be sent.,N ap voye konfimasyon soumèt.,education
411,en,ht,Your child demonstrated leadership skills.,Pitit ou montre kapasite lidèchip.,education
412,en,ht,Collaboration skills are developing.,Konpetans kolaborasyon ap devlope.,education
413,en,ht,Your child worked well with peers.,Pitit ou te travay byen ak lòt elèv.,education
414,en,ht,Problem-solving skills were observed.,Nou remake kapasite rezoud pwoblèm.,education
415,en,ht,Your child followed directions carefully.,Pitit ou swiv enstriksyon yo byen.,education
416,en,ht,Attention to detail is improving.,Atansyon sou detay ap amelyore.,education
417,en,ht,Your child showed persistence.,Pitit ou montre pèsistans.,education
418,en,ht,Classroom engagement was strong.,Angajman nan klas la te bon.,education
419,en,ht,Encourage confidence in learning.,Ankouraje konfyans nan aprantisaj.,education
420,en,ht,Positive habits are forming.,Bon abitid ap fòme.,education
421,en,ht,Please review the weekly folder.,Tanpri revize dosye semèn nan.,education
422,en,ht,Weekly updates are sent home.,Nou voye mizajou chak semèn.,education
423,en,ht,Important reminders are included.,Rapèl enpòtan yo enkli.,education
424,en,ht,This folder should be returned.,Dosye sa a dwe retounen.,education
425,en,ht,Check the folder every Friday.,Tcheke dosye a chak vandredi.,education
426,en,ht,Weekly communication supports success.,Kominikasyon chak semèn ede siksè.,education
427,en,ht,Notes from the teacher are included.,Nòt pwofesè a enkli.,education
428,en,ht,Please sign the weekly sheet.,Tanpri siyen fèy semèn nan.,education
429,en,ht,Unsigned folders will be returned.,Dosye ki pa siyen ap retounen.,education
430,en,ht,Thank you for reviewing weekly materials.,Mèsi paske w revize materyèl semèn yo.,education
431,en,ht,Your child is adjusting well to routines.,Pitit ou adapte byen ak woutin yo.,education
432,en,ht,Transitions between activities are improving.,Tranzisyon ant aktivite yo ap amelyore.,education
433,en,ht,Please reinforce routines at home.,Tanpri ranfòse woutin yo lakay.,education
434,en,ht,Consistency supports student success.,Konsistans sipòte siksè elèv yo.,education
435,en,ht,Class expectations were reviewed today.,Atant klas yo te revize jodi a.,education
436,en,ht,Students practiced following schedules.,Elèv yo pratike swiv orè.,education
437,en,ht,Visual schedules are used in class.,Nou itilize orè vizyèl nan klas.,education
438,en,ht,Advance notice helps students prepare.,Avi davans ede elèv prepare.,education
439,en,ht,Structure helps reduce anxiety.,Estrikti ede diminye enkyetid.,education
440,en,ht,Thank you for supporting routines.,Mèsi paske w sipòte woutin yo.,education
441,en,ht,Classroom seating arrangements may change.,Aranjman chita nan klas la ka chanje.,education
442,en,ht,Flexible seating supports learning.,Chita fleksib sipòte aprantisaj.,education
443,en,ht,Students are encouraged to stay focused.,Nou ankouraje elèv yo rete konsantre.,education
444,en,ht,Movement breaks are included.,Nou mete poz mouvman.,education
445,en,ht,Breaks help students reset attention.,Poz ede elèv rekonsantre.,education
446,en,ht,Quiet work time is practiced.,Nou pratike tan travay an silans.,education
447,en,ht,Independent learning is emphasized.,Nou mete aksan sou aprantisaj endepandan.,education
448,en,ht,Students practice self-management.,Elèv yo pratike oto-jesyon.,education
449,en,ht,Classroom environment supports learning.,Anviwònman klas la sipòte aprantisaj.,education
450,en,ht,We strive to meet diverse learning needs.,Nou fè efò pou satisfè bezwen aprantisaj divès.,education
451,en,ht,Your child used school technology responsibly.,Pitit ou itilize teknoloji lekòl la responsab.,education
452,en,ht,Digital citizenship is taught.,Nou anseye sitwayènte dijital.,education
453,en,ht,Online behavior expectations were reviewed.,Atant konpòtman sou entènèt revize.,education
454,en,ht,Students learn safe internet practices.,Elèv yo aprann pratik entènèt an sekirite.,education
455,en,ht,Please monitor online activity at home.,Tanpri siveye aktivite sou entènèt lakay.,education
456,en,ht,School devices are for learning only.,Aparèy lekòl yo se pou aprantisaj sèlman.,education
457,en,ht,Misuse of technology may result in consequences.,Move itilizasyon teknoloji ka gen konsekans.,education
458,en,ht,Report technical issues promptly.,Rapòte pwoblèm teknik vit.,education
459,en,ht,Software updates may occur automatically.,Mizajou lojisyèl ka fèt otomatikman.,education
460,en,ht,Thank you for supporting responsible technology use.,Mèsi paske w sipòte itilizasyon teknoloji responsab.,education
461,en,ht,Your child participated in group discussion.,Pitit ou patisipe nan diskisyon an gwoup.,education
462,en,ht,Listening skills are being developed.,Konpetans koute ap devlope.,education
463,en,ht,Students practice taking turns speaking.,Elèv yo pratike pale pa ranje.,education
464,en,ht,Respectful listening is expected.,Koute avèk respè atann.,education
465,en,ht,Class discussions support critical thinking.,Diskisyon klas yo sipòte panse kritik.,education
466,en,ht,Students are encouraged to ask for help.,Nou ankouraje elèv mande èd.,education
467,en,ht,Help-seeking skills are important.,Konpetans mande èd enpòtan.,education
468,en,ht,Your child asked for clarification appropriately.,Pitit ou mande klarifikasyon byen.,education
469,en,ht,Classroom questions are welcomed.,Kesyon nan klas yo byenveni.,education
470,en,ht,Thank you for encouraging communication.,Mèsi paske w ankouraje kominikasyon.,education
471,en,ht,School-wide expectations are posted.,Atant lekòl la afiche.,education
472,en,ht,Students review expectations regularly.,Elèv yo revize atant yo regilyèman.,education
473,en,ht,Clear rules help maintain order.,Règ klè ede kenbe lòd.,education
474,en,ht,Consistency across classrooms is important.,Konsistans ant klas yo enpòtan.,education
475,en,ht,Staff collaborate to support students.,Anplwaye yo kolabore pou sipòte elèv.,education
476,en,ht,Positive school culture is a priority.,Kilti lekòl pozitif se priyorite.,education
477,en,ht,Students are recognized for positive choices.,Nou rekonèt elèv pou bon chwa.,education
478,en,ht,Recognition programs encourage effort.,Pwogram rekonesans ankouraje efò.,education
479,en,ht,Celebrating progress motivates learners.,Selebre pwogrè motive elèv.,education
480,en,ht,Thank you for supporting school culture.,Mèsi paske w sipòte kilti lekòl la.,education
481,en,ht,Your child will participate in assessments.,Pitit ou pral patisipe nan evalyasyon.,education
482,en,ht,Assessments help guide instruction.,Evalyasyon ede gide ansèyman.,education
483,en,ht,Testing environments are kept calm.,Anviwònman egzamen yo rete trankil.,education
484,en,ht,Please ensure your child gets enough rest.,Tanpri asire pitit ou repoze ase.,education
485,en,ht,Healthy routines support assessment performance.,Bon woutin sipòte pèfòmans evalyasyon.,education
486,en,ht,Results will be reviewed carefully.,Rezilta yo pral revize ak atansyon.,education
487,en,ht,Assessment data informs next steps.,Done evalyasyon gide pwochen etap.,education
488,en,ht,Families will be informed of outcomes.,Fanmi yo pral enfòme sou rezilta.,education
489,en,ht,Questions about assessments are welcome.,Kesyon sou evalyasyon yo byenveni.,education
490,en,ht,Thank you for supporting assessment readiness.,Mèsi paske w sipòte preparasyon evalyasyon.,education
491,en,ht,School counselors are available to students.,Konseye lekòl yo disponib pou elèv.,education
492,en,ht,Counselors support academic planning.,Konseye yo sipòte planifikasyon akademik.,education
493,en,ht,Social skills groups may be offered.,Gwoup konpetans sosyal ka ofri.,education
494,en,ht,Referrals can be requested.,Ou ka mande referans.,education
495,en,ht,Parent consent is required for services.,Konsantman paran obligatwa pou sèvis.,education
496,en,ht,Support plans are reviewed regularly.,Plan sipò yo revize regilyèman.,education
497,en,ht,Progress will be communicated with families.,Pwogrè ap kominike ak fanmi.,education
498,en,ht,Collaboration supports student growth.,Kolaborasyon sipòte devlopman elèv.,education
499,en,ht,Please reach out with support questions.,Tanpri kontakte nou pou kesyon sipò.,education
500,en,ht,We are committed to helping every student.,Nou angaje pou ede chak elèv.,education
501,en,ht,Classroom supplies are shared resources.,Founiti klas yo se resous pataje.,education
502,en,ht,Respect for shared materials is expected.,Respè pou materyèl pataje atann.,education
503,en,ht,Students are taught to organize materials.,Nou anseye elèv òganize materyèl.,education
504,en,ht,Organization supports learning success.,Òganizasyon sipòte siksè aprantisaj.,education
505,en,ht,Backpacks should be cleaned regularly.,Sak lekòl yo dwe netwaye regilyèman.,education
506,en,ht,Please remove unnecessary items.,Tanpri retire bagay ki pa nesesè.,education
507,en,ht,Light backpacks help with safety.,Sak lejè ede sekirite.,education
508,en,ht,Lockers should be kept tidy.,Kazye yo dwe rete pwòp.,education
509,en,ht,Lock combinations should not be shared.,Kòd kazye pa dwe pataje.,education
510,en,ht,Thank you for supporting organization skills.,Mèsi paske w sipòte konpetans òganizasyon.,education
511,en,ht,School partnerships support student learning.,Patenarya lekòl sipòte aprantisaj elèv.,education
512,en,ht,Community organizations collaborate with schools.,Òganizasyon kominotè kolabore ak lekòl.,education
513,en,ht,Guest speakers may visit classrooms.,Envite espesyal ka vizite klas.,education
514,en,ht,All visitors follow school protocols.,Tout vizitè swiv pwotokòl lekòl.,education
515,en,ht,Learning extends beyond the classroom.,Aprantisaj depase sal klas la.,education
516,en,ht,Real-world connections enhance lessons.,Koneksyon ak lavi reyèl amelyore leson.,education
517,en,ht,Field experiences support curriculum.,Eksperyans deyò sipòte kourikoulòm.,education
518,en,ht,Safety guidelines are followed during visits.,Nou swiv gid sekirite pandan vizit.,education
519,en,ht,Parent volunteers may assist when approved.,Volontè paran ka ede si yo apwouve.,education
520,en,ht,Thank you for supporting community partnerships.,Mèsi paske w sipòte patenarya kominotè.,education
521,en,ht,Your child demonstrated curiosity.,Pitit ou montre kiryozite.,education
522,en,ht,Curiosity supports deeper learning.,Kiryozite sipòte aprantisaj pwofon.,education
523,en,ht,Students explore topics through inquiry.,Elèv yo eksplore sijè pa ankèt.,education
524,en,ht,Questions drive meaningful learning.,Kesyon pouse aprantisaj ki gen sans.,education
525,en,ht,Hands-on activities are included.,Nou mete aktivite pratik.,education
526,en,ht,Experiential learning supports understanding.,Aprantisaj eksperyansyèl sipòte konpreyansyon.,education
527,en,ht,Students reflect on their learning.,Elèv yo reflechi sou aprantisaj yo.,education
528,en,ht,Reflection builds self-awareness.,Refleksyon devlope konsyans tèt.,education
529,en,ht,Encourage discussion about learning at home.,Ankouraje diskisyon sou aprantisaj lakay.,education
530,en,ht,Thank you for fostering curiosity.,Mèsi paske w ankouraje kiryozite.,education
531,en,ht,End-of-day procedures are followed.,Nou swiv pwosedi fen jounen.,education
532,en,ht,Students pack materials before dismissal.,Elèv yo ranje materyèl anvan sòti.,education
533,en,ht,Classrooms are cleaned daily.,Sal klas yo netwaye chak jou.,education
534,en,ht,Students help maintain clean spaces.,Elèv yo ede kenbe espas pwòp.,education
535,en,ht,Responsibility is practiced daily.,Responsablite pratike chak jou.,education
536,en,ht,Daily routines support independence.,Woutin chak jou sipòte endepandans.,education
537,en,ht,Visual reminders support procedures.,Rapèl vizyèl sipòte pwosedi.,education
538,en,ht,Teachers review expectations before dismissal.,Pwofesè yo revize atant anvan sòti.,education
539,en,ht,Orderly dismissal keeps students safe.,Sòti òdone kenbe elèv an sekirite.,education
540,en,ht,Thank you for supporting end-of-day routines.,Mèsi paske w sipòte woutin fen jounen.,education
541,en,ht,School communication is sent in multiple formats.,Kominikasyon lekòl la voye plizyè fason.,education
542,en,ht,Printed notices may be provided.,Avi sou papye ka bay.,education
543,en,ht,Digital messages supplement paper notices.,Mesaj dijital konplete avi papye.,education
544,en,ht,Check all communication channels.,Tcheke tout chanèl kominikasyon.,education
545,en,ht,Consistent communication reduces confusion.,Kominikasyon regilye diminye konfizyon.,education
546,en,ht,Families are encouraged to stay informed.,Fanmi yo ankouraje rete enfòme.,education
547,en,ht,Updates are sent as information becomes available.,Nou voye mizajou lè gen nouvèl.,education
548,en,ht,Please contact us if messages are unclear.,Tanpri kontakte nou si mesaj yo pa klè.,education
549,en,ht,We strive for timely communication.,Nou vize kominikasyon alè.,education
550,en,ht,Thank you for staying engaged.,Mèsi paske w rete angaje.,education
551,en,ht,School values guide daily decisions.,Valè lekòl la gide desizyon chak jou.,education
552,en,ht,Respect and responsibility are emphasized.,Nou mete aksan sou respè ak responsablite.,education
553,en,ht,Students learn to make positive choices.,Elèv yo aprann fè chwa pozitif.,education
554,en,ht,Character education is part of the curriculum.,Edikasyon karaktè fè pati kourikoulòm.,education
555,en,ht,Positive role models are highlighted.,Nou mete modèl pozitif an valè.,education
556,en,ht,Kindness is encouraged daily.,Jantiyès ankouraje chak jou.,education
557,en,ht,Students practice empathy.,Elèv yo pratike konpasyon.,education
558,en,ht,Community values are reinforced.,Valè kominotè yo ranfòse.,education
559,en,ht,Families play a key role in character development.,Fanmi yo gen wòl kle nan devlopman karaktè.,education
560,en,ht,Thank you for supporting our values.,Mèsi paske w sipòte valè nou yo.,education
561,en,ht,School staff regularly review procedures.,Anplwaye lekòl yo revize pwosedi regilyèman.,education
562,en,ht,Continuous improvement is a priority.,Amelyorasyon kontinyèl se priyorite.,education
563,en,ht,Feedback informs school planning.,Opinyon ede planifikasyon lekòl.,education
564,en,ht,Data is used responsibly.,Done yo itilize ak responsabilite.,education
565,en,ht,Student outcomes guide decisions.,Rezilta elèv yo gide desizyon.,education
566,en,ht,Professional development supports teachers.,Fòmasyon pwofesyonèl sipòte pwofesè.,education
567,en,ht,Staff collaborate to improve instruction.,Anplwaye yo kolabore pou amelyore ansèyman.,education
568,en,ht,Best practices are shared across teams.,Nou pataje pi bon pratik ant ekip.,education
569,en,ht,School improvement is a shared effort.,Amelyorasyon lekòl se efò kolektif.,education
570,en,ht,Thank you for supporting school improvement.,Mèsi paske w sipòte amelyorasyon lekòl.,education
571,en,ht,Your child’s progress will be monitored.,Pwogrè pitit ou pral siveye.,education
572,en,ht,Monitoring helps identify needs early.,Siveyans ede idantifye bezwen bonè.,education
573,en,ht,Early support leads to better outcomes.,Sipò bonè mennen pi bon rezilta.,education
574,en,ht,Interventions are adjusted as needed.,Entèvansyon yo ajiste jan sa nesesè.,education
575,en,ht,Families are informed of support strategies.,Fanmi yo enfòme sou estrateji sipò.,education
576,en,ht,Collaboration strengthens interventions.,Kolaborasyon ranfòse entèvansyon.,education
577,en,ht,Progress is reviewed regularly.,Pwogrè revize regilyèman.,education
578,en,ht,Adjustments are made based on data.,Ajisteman fèt selon done.,education
579,en,ht,Questions about progress are welcome.,Kesyon sou pwogrè yo byenveni.,education
580,en,ht,We are committed to student growth.,Nou angaje pou devlopman elèv.,education
581,en,ht,End-of-term procedures are underway.,Pwosedi fen peryòd ap fèt.,education
582,en,ht,Final projects are being completed.,Pwojè final yo ap fini.,education
583,en,ht,Students reflect on learning goals.,Elèv yo reflechi sou objektif aprantisaj.,education
584,en,ht,Goal-setting supports future success.,Fikse objektif sipòte siksè alavni.,education
585,en,ht,Families will receive summary updates.,Fanmi yo pral resevwa rezime.,education
586,en,ht,Celebrating effort and growth is important.,Selebre efò ak pwogrè enpòtan.,education
587,en,ht,Recognition events may be held.,Evènman rekonesans ka fèt.,education
588,en,ht,Details will be shared closer to the date.,Detay yo pral pataje pi pre dat la.,education
589,en,ht,Thank you for supporting students through transitions.,Mèsi paske w sipòte elèv pandan tranzisyon.,education
590,en,ht,We appreciate your partnership throughout the term.,Nou apresye patenarya ou pandan peryòd la.,education
591,en,ht,School operations will pause during breaks.,Operasyon lekòl yo ap sispann pandan poz.,education
592,en,ht,Limited staff may be available.,Anplwaye limite ka disponib.,education
593,en,ht,Responses may be delayed during breaks.,Repons yo ka pran reta pandan poz.,education
594,en,ht,Emergency contacts remain active.,Kontak ijans yo rete aktif.,education
595,en,ht,Regular operations resume after the break.,Operasyon nòmal reprann apre poz la.,education
596,en,ht,Please plan accordingly.,Tanpri planifye an konsekans.,education
597,en,ht,Important notices will still be sent.,Avi enpòtan ap toujou voye.,education
598,en,ht,Monitor messages during the break.,Siveye mesaj pandan poz la.,education
599,en,ht,Thank you for your patience during closures.,Mèsi pou pasyans ou pandan fèmti.,education
600,en,ht,We look forward to reconnecting soon.,Nou swete rekonekte byento.,education
601,en,ht,Please update your contact information.,Tanpri mete enfòmasyon kontak ou ajou.,education
602,en,ht,Accurate contact details are essential.,Enfòmasyon kontak egzat enpòtan.,education
603,en,ht,Notify the school of address changes.,Fè lekòl la konnen si adrès ou chanje.,education
604,en,ht,Emergency contacts should be current.,Kontak ijans yo dwe ajou.,education
605,en,ht,Multiple contacts are recommended.,Plizyè kontak rekòmande.,education
606,en,ht,Please list trusted adults only.,Tanpri mete sèlman granmoun ou fè konfyans.,education
607,en,ht,This information is kept confidential.,Enfòmasyon sa a rete konfidansyèl.,education
608,en,ht,Updates can be submitted online.,Ou ka soumèt mizajou sou entènèt.,education
609,en,ht,Paper updates are also accepted.,Nou aksepte mizajou sou papye tou.,education
610,en,ht,Thank you for keeping records current.,Mèsi paske w kenbe dosye yo ajou.,education
611,en,ht,Please notify us of custody changes.,Tanpri fè nou konnen si gen chanjman gad.,education
612,en,ht,Legal documentation may be required.,Dokiman legal ka obligatwa.,education
613,en,ht,Student safety is our priority.,Sekirite elèv yo se priyorite nou.,education
614,en,ht,Information is reviewed by administration.,Administrasyon an revize enfòmasyon yo.,education
615,en,ht,Access permissions are strictly followed.,Nou swiv otorizasyon aksè yo strik.,education
616,en,ht,Pickup restrictions must be documented.,Restriksyon ranmasaj dwe dokimante.,education
617,en,ht,Please submit updates promptly.,Tanpri soumèt mizajou yo vit.,education
618,en,ht,Changes take effect once approved.,Chanjman yo pran efè apre apwobasyon.,education
619,en,ht,Contact the office with questions.,Kontakte biwo a pou kesyon.,education
620,en,ht,Thank you for helping us ensure safety.,Mèsi paske w ede asire sekirite.,education
621,en,ht,Your child participated in classroom routines.,Pitit ou patisipe nan woutin klas la.,education
622,en,ht,Independence skills are developing.,Konpetans endepandans ap devlope.,education
623,en,ht,Students practice managing materials.,Elèv yo pratike jere materyèl.,education
624,en,ht,Self-check strategies are introduced.,Nou prezante estrateji oto-tcheke.,education
625,en,ht,Students review their own work.,Elèv yo revize travay pa yo.,education
626,en,ht,Reflection supports improvement.,Refleksyon sipòte amelyorasyon.,education
627,en,ht,Mistakes are treated as learning opportunities.,Erè yo konsidere kòm opòtinite aprantisaj.,education
628,en,ht,Growth mindset is encouraged.,Nou ankouraje mantalite devlopman.,education
629,en,ht,Students learn perseverance.,Elèv yo aprann pèseverans.,education
630,en,ht,Thank you for reinforcing resilience.,Mèsi paske w ranfòse rezilyans.,education
631,en,ht,Please label all personal belongings.,Tanpri make tout afè pèsonèl.,education
632,en,ht,Unlabeled items are difficult to return.,Atik ki pa make difisil pou retounen.,education
633,en,ht,Lost items are stored in the main office.,Objè pèdi yo estoke nan biwo prensipal.,education
634,en,ht,Check the lost and found regularly.,Tcheke objè pèdi yo regilyèman.,education
635,en,ht,Unclaimed items may be donated.,Atik ki pa reklame ka bay.,education
636,en,ht,Please review items before donation dates.,Tanpri verifye atik anvan dat donasyon.,education
637,en,ht,Clothing should be weather appropriate.,Rad yo dwe apwopriye pou tan an.,education
638,en,ht,Spare clothing is recommended.,Rad anplis rekòmande.,education
639,en,ht,Label jackets and sweaters clearly.,Make jakèt ak chanday klèman.,education
640,en,ht,Thank you for helping reduce lost items.,Mèsi paske w ede diminye objè pèdi.,education
641,en,ht,School meals follow nutrition guidelines.,Manje lekòl yo swiv gid nitrisyon.,education
642,en,ht,Menus are planned in advance.,Meni yo planifye davans.,education
643,en,ht,Menu information is shared monthly.,Nou pataje enfòmasyon meni chak mwa.,education
644,en,ht,Please review menus with your child.,Tanpri revize meni yo ak pitit ou.,education
645,en,ht,Dietary needs should be communicated.,Bezwen alimantè dwe kominike.,education
646,en,ht,Medical documentation may be required.,Dokiman medikal ka obligatwa.,education
647,en,ht,Alternate meal options may be available.,Opsyon manje altènatif ka disponib.,education
648,en,ht,Students are encouraged to try new foods.,Nou ankouraje elèv eseye nouvo manje.,education
649,en,ht,Hydration is encouraged throughout the day.,Nou ankouraje bwè dlo pandan jounen an.,education
650,en,ht,Thank you for supporting healthy habits.,Mèsi paske w sipòte bon abitid sante.,education
651,en,ht,Please inform us of cultural considerations.,Tanpri fè nou konnen konsiderasyon kiltirèl.,education
652,en,ht,Cultural awareness is valued.,Konsyans kiltirèl apresye.,education
653,en,ht,Class activities reflect diverse backgrounds.,Aktivite klas yo reflete divès orijin.,education
654,en,ht,Students are encouraged to share traditions.,Nou ankouraje elèv pataje tradisyon.,education
655,en,ht,Family input enriches learning.,Opinyon fanmi anrichi aprantisaj.,education
656,en,ht,Please notify us of observances.,Tanpri fè nou konnen obsèvans.,education
657,en,ht,School calendars consider inclusivity.,Kalandriye lekòl la konsidere enklizyon.,education
658,en,ht,Adjustments may be made when possible.,Ajisteman ka fèt si posib.,education
659,en,ht,Respect for diversity is emphasized.,Nou mete aksan sou respè pou divèsite.,education
660,en,ht,Thank you for sharing your perspectives.,Mèsi paske w pataje pèspektiv ou.,education
661,en,ht,Your child participated in classroom projects.,Pitit ou patisipe nan pwojè klas yo.,education
662,en,ht,Projects support collaborative learning.,Pwojè sipòte aprantisaj kolaboratif.,education
663,en,ht,Students practice planning skills.,Elèv yo pratike konpetans planifikasyon.,education
664,en,ht,Time management is emphasized.,Nou mete aksan sou jesyon tan.,education
665,en,ht,Projects are broken into steps.,Pwojè yo divize an etap.,education
666,en,ht,Checkpoints help monitor progress.,Pwen kontwòl ede swiv pwogrè.,education
667,en,ht,Students receive feedback during projects.,Elèv yo resevwa fidbak pandan pwojè.,education
668,en,ht,Final products reflect learning goals.,Pwodwi final yo reflete objektif aprantisaj.,education
669,en,ht,Effort is valued alongside outcomes.,Efò apresye ansanm ak rezilta.,education
670,en,ht,Thank you for supporting project work.,Mèsi paske w sipòte travay pwojè.,education
671,en,ht,Please review the student handbook.,Tanpri revize manyèl elèv la.,education
672,en,ht,The handbook outlines school policies.,Manyèl la esplike règleman lekòl.,education
673,en,ht,Policies are updated periodically.,Règleman yo mete ajou detanzantan.,education
674,en,ht,Families are notified of changes.,Fanmi yo enfòme sou chanjman.,education
675,en,ht,Acknowledgment of receipt is required.,Konfimasyon resepsyon obligatwa.,education
676,en,ht,Please sign and return the acknowledgment.,Tanpri siyen epi retounen konfimasyon an.,education
677,en,ht,Questions about policies are welcome.,Kesyon sou règleman yo byenveni.,education
678,en,ht,Staff can clarify expectations.,Anplwaye yo ka klarifye atant.,education
679,en,ht,Understanding policies supports consistency.,Konprann règleman sipòte konsistans.,education
680,en,ht,Thank you for reviewing school guidelines.,Mèsi paske w revize direktiv lekòl yo.,education
681,en,ht,Student voice is encouraged.,Vwa elèv yo ankouraje.,education
682,en,ht,Students share feedback respectfully.,Elèv yo pataje opinyon ak respè.,education
683,en,ht,Feedback is reviewed thoughtfully.,Opinyon yo revize ak refleksyon.,education
684,en,ht,Student input informs improvements.,Opinyon elèv gide amelyorasyon.,education
685,en,ht,Participation builds confidence.,Patisipasyon devlope konfyans.,education
686,en,ht,Students practice expressing ideas.,Elèv yo pratike eksprime ide.,education
687,en,ht,Listening to others is emphasized.,Nou mete aksan sou koute lòt moun.,education
688,en,ht,Respectful dialogue is taught.,Nou anseye dyalòg avèk respè.,education
689,en,ht,Class meetings support communication.,Reyinyon klas sipòte kominikasyon.,education
690,en,ht,Thank you for supporting student voice.,Mèsi paske w sipòte vwa elèv.,education
691,en,ht,School records are maintained securely.,Dosye lekòl yo konsève an sekirite.,education
692,en,ht,Access to records is restricted.,Aksè ak dosye yo limite.,education
693,en,ht,Requests for records must be submitted.,Demann dosye yo dwe soumèt.,education
694,en,ht,Processing time may apply.,Tan tretman ka aplike.,education
695,en,ht,Identification may be required.,Idantifikasyon ka obligatwa.,education
696,en,ht,Records are shared according to policy.,Nou pataje dosye selon règleman.,education
697,en,ht,Please review records for accuracy.,Tanpri verifye dosye yo pou presizyon.,education
698,en,ht,Notify us of any discrepancies.,Fè nou konnen nenpòt diferans.,education
699,en,ht,Corrections are made when verified.,Koreksyon fèt lè yo verifye.,education
700,en,ht,Thank you for helping maintain accurate records.,Mèsi paske w ede kenbe dosye egzat.,education
701,en,ht,Your child showed responsibility in class.,Pitit ou montre responsablite nan klas.,education
702,en,ht,Responsibility supports independence.,Responsablite sipòte endepandans.,education
703,en,ht,Students are trusted with classroom roles.,Nou fè elèv konfyans ak wòl klas.,education
704,en,ht,Rotating roles build accountability.,Wòl ki chanje devlope responsablite.,education
705,en,ht,Students learn to contribute positively.,Elèv yo aprann kontribye pozitif.,education
706,en,ht,Teamwork skills are reinforced.,Konpetans travay an ekip ranfòse.,education
707,en,ht,Students help one another appropriately.,Elèv yo ede youn lòt kòmsadwa.,education
708,en,ht,Peer support is encouraged.,Sipò ant elèv ankouraje.,education
709,en,ht,Classroom community is strengthened.,Kominote klas la vin pi solid.,education
710,en,ht,Thank you for encouraging responsibility.,Mèsi paske w ankouraje responsablite.,education
711,en,ht,School events require advance planning.,Evènman lekòl mande planifikasyon davans.,education
712,en,ht,Details will be shared as available.,Detay yo pral pataje lè disponib.,education
713,en,ht,Participation is optional unless noted.,Patisipasyon opsyonèl sof si make.,education
714,en,ht,Permission may be required for attendance.,Otorizasyon ka obligatwa pou patisipe.,education
715,en,ht,Please review event information carefully.,Tanpri revize enfòmasyon evènman an ak atansyon.,education
716,en,ht,Volunteers must follow school guidelines.,Volontè yo dwe swiv direktiv lekòl.,education
717,en,ht,Supervision plans are in place.,Plan sipèvizyon an plas.,education
718,en,ht,Student safety is considered in planning.,Sekirite elèv konsidere nan planifikasyon.,education
719,en,ht,Event feedback is appreciated.,Opinyon sou evènman apresye.,education
720,en,ht,Thank you for supporting school events.,Mèsi paske w sipòte evènman lekòl yo.,education
721,en,ht,Transitions between grades are supported.,Tranzisyon ant nivo yo sipòte.,education
722,en,ht,Orientation activities may be offered.,Aktivite oryantasyon ka ofri.,education
723,en,ht,Students prepare for new expectations.,Elèv yo prepare pou nouvo atant.,education
724,en,ht,Families receive transition information.,Fanmi yo resevwa enfòmasyon tranzisyon.,education
725,en,ht,Questions about transitions are welcome.,Kesyon sou tranzisyon yo byenveni.,education
726,en,ht,Support teams assist with adjustments.,Ekip sipò ede ak adaptasyon.,education
727,en,ht,Gradual changes reduce stress.,Chanjman pwogresif diminye estrès.,education
